,Site,Location,Date,count,mean,std,max,min,type
44,Dry Basin,Reference,2016-08-02,2,60.50125500743155,13.205983372383198,69.8392954022805,51.1632146125826,N2O_flux
45,Dry Basin,Reference,2016-08-10,2,-15.50877899486305,2.6275986017709796,-13.6507862053145,-17.3667717844116,N2O_flux
46,Dry Basin,Reference,2016-08-23,2,100.72606597449347,403.66282106183365,386.15878406020795,-184.70665211122102,N2O_flux
47,Dry Basin,Reference,2016-09-14,2,-16.6536691516312,50.13112669113715,18.7943904801938,-52.1017287834562,N2O_flux
48,Dry Basin,Reference,2016-09-19,2,-26.554636230719098,0.9743744175876206,-25.8656494726282,-27.24362298881,N2O_flux
49,Dry Basin,Reference,2016-09-21,2,46.7396754752493,33.165728606344274,70.191387075788,23.287963874710602,N2O_flux
50,Dry Basin,Reference,2016-10-08,2,-6.426494613301066,7.132693696417754,-1.3829185324375302,-11.470070694164601,N2O_flux
51,Dry Basin,Reference,2017-04-27,2,-3.7004384968340798,4.1070748407261375,-0.7962980261159681,-6.604578967552191,N2O_flux
52,Dry Basin,Reference,2017-05-27,1,62.519468136471005,,62.519468136471005,62.519468136471005,N2O_flux
53,Dry Basin,Reference,2017-06-02,2,35.9147375457308,4.540924661250563,39.1256561665583,32.7038189249033,N2O_flux
54,Dry Basin,Reference,2017-06-09,2,8.229678124295724,22.79447325475093,24.3478047363055,-7.88844848771405,N2O_flux
55,Dry Basin,Reference,2017-06-20,2,4.15427572560616,14.368635857476816,14.314435576828199,-6.0058841256158795,N2O_flux
56,Dry Basin,Reference,2017-06-27,2,14.934859932108107,25.223153141732173,32.770322561533696,-2.90060269731748,N2O_flux
57,Dry Basin,Reference,2017-07-05,2,-13.892341649363003,22.186225750306185,1.7956890276141,-29.580372326340104,N2O_flux
58,Dry Basin,Reference,2017-07-15,2,26.87721140244005,53.56673481266474,64.7546128344968,-11.000190029616698,N2O_flux
59,Dry Basin,Reference,2017-07-20,2,26.846884554233004,53.68697635672487,64.809309597475,-11.115540489009,N2O_flux
60,Dry Basin,Reference,2017-07-25,2,31.411564664188003,37.23975246570618,57.7440461623973,5.07908316597871,N2O_flux
61,Dry Basin,Reference,2017-08-02,2,5.9570769556148955,4.433145742695378,9.09178437226307,2.8223695389667203,N2O_flux
62,Dry Basin,Reference,2017-08-12,2,-4.381559768474288,7.0735685469584775,0.6202085182679251,-9.3833280552165,N2O_flux
63,Dry Basin,Reference,2017-08-15,2,-15.8056624999377,64.30521619645721,29.6649919382442,-61.2763169381196,N2O_flux
64,Dry Basin,Reference,2017-08-23,2,-18.651550959817353,4.973357490526715,-15.134856153001001,-22.168245766633703,N2O_flux
65,Dry Basin,Reference,2017-09-13,2,16.024296694231754,38.49412526375697,43.243753704078706,-11.1951603156152,N2O_flux
66,Dry Basin,Reference,2017-09-24,1,9.44631578554592,,9.44631578554592,9.44631578554592,N2O_flux
67,Dry Basin,Reference,2017-10-28,2,-1.4748273678140156,10.478340217602108,5.93447805563216,-8.88413279126019,N2O_flux
68,Wet Basin,Basin,2016-04-20,3,5.888910839201695,13.812162525879977,21.7205464656386,-3.6988276315610804,N2O_flux
69,Wet Basin,Basin,2016-04-27,3,-24.162054463812627,30.03997804477011,6.76959898438692,-53.2229130801381,N2O_flux
70,Wet Basin,Basin,2016-05-11,3,-32.17010252267749,52.33816716978525,0.98864728431244,-92.50626805483341,N2O_flux
71,Wet Basin,Basin,2016-06-02,3,14.332424187273787,22.940512049350716,40.7641970734412,-0.396118745880989,N2O_flux
72,Wet Basin,Basin,2016-06-20,3,34.769762898623235,85.80565310306365,129.049231029552,-38.754559872280296,N2O_flux
73,Wet Basin,Basin,2016-06-27,3,46.714754987788865,64.5486326666853,88.9811521067574,-27.585065949601898,N2O_flux
74,Wet Basin,Basin,2016-07-08,3,1863.6199286257531,2868.4194437005735,5167.57748653444,9.82824955584481,N2O_flux
75,Wet Basin,Basin,2016-07-13,3,101.96607170503803,68.54520717757549,163.436144854963,28.0509702016401,N2O_flux
76,Wet Basin,Basin,2016-07-22,3,-1684.3866435390419,1400.0327134639267,-845.4472140692959,-3300.6132567415602,N2O_flux
77,Wet Basin,Basin,2016-07-25,3,137.877538978381,156.2485229008269,318.284946487792,45.8093257733875,N2O_flux
78,Wet Basin,Basin,2016-08-02,3,-10.932865147860767,30.749886783941246,24.5733690113202,-28.875821897337605,N2O_flux
79,Wet Basin,Basin,2016-08-10,3,20.895432193798133,59.5229065591539,69.2462079205738,-45.5839539465144,N2O_flux
80,Wet Basin,Basin,2016-08-23,3,-5.370996556877434,17.819529621174134,12.767270307743699,-22.8536959561691,N2O_flux
81,Wet Basin,Basin,2016-09-14,3,20.815472361236573,26.022118977580547,50.457962108045905,1.7347935710907099,N2O_flux
82,Wet Basin,Basin,2016-09-19,3,4.863557327524501,21.164755876073418,17.664076931158103,-19.5660373123147,N2O_flux
83,Wet Basin,Basin,2016-09-21,3,8.477962450039547,26.234158669335603,34.8512271394767,-17.614841414674498,N2O_flux
84,Wet Basin,Basin,2016-10-08,3,27.60776736319633,67.45695140695106,87.6553041678731,-45.382968419770606,N2O_flux
85,Wet Basin,Basin,2017-04-27,3,15.896822655225636,38.842372846419245,50.472782054956205,-26.131957396111396,N2O_flux
86,Wet Basin,Basin,2017-05-27,3,-34.0810689540149,48.30165887774288,1.14860164153601,-89.14190514158591,N2O_flux
87,Wet Basin,Basin,2017-06-02,3,21.29040797364702,28.380337548785256,49.7091043161051,-7.051414610414339,N2O_flux
88,Wet Basin,Basin,2017-06-09,3,-6.641622950417671,33.55557714072956,24.6036930609897,-42.1080313012028,N2O_flux
89,Wet Basin,Basin,2017-06-20,3,-6.137770852069406,25.49571585459749,20.8839959257953,-29.767923833733697,N2O_flux
90,Wet Basin,Basin,2017-06-27,3,8.475058661480883,9.661814321227736,19.616506208958,2.40257210714431,N2O_flux
91,Wet Basin,Basin,2017-07-05,3,24.91456196530987,31.672542895112958,46.5542210828851,-11.438458510382901,N2O_flux
92,Wet Basin,Basin,2017-07-15,3,28.53634013220989,20.614183825579993,47.30912242082871,6.47589838626197,N2O_flux
93,Wet Basin,Basin,2017-07-20,3,52.78619994452873,42.77331912135367,101.832549905652,23.2233329817694,N2O_flux
94,Wet Basin,Basin,2017-07-25,2,91.81598604120715,157.5579798942075,203.226302054455,-19.594329972040697,N2O_flux
95,Wet Basin,Basin,2017-08-02,3,66.72957706620879,71.50978043315827,147.984649611592,13.379675178904,N2O_flux
96,Wet Basin,Basin,2017-08-12,3,8.05911522712589,8.842645899805426,18.2335703812676,2.22842733059267,N2O_flux
97,Wet Basin,Basin,2017-08-15,3,30.522529838091213,29.40556635363664,64.16085749799579,9.69905373737365,N2O_flux
98,Wet Basin,Basin,2017-08-23,3,31.039622569546253,29.150967508543587,50.70422297917211,-2.4518518544035497,N2O_flux
99,Wet Basin,Basin,2017-09-13,3,18.366614116721188,13.590408393987751,31.4635152698871,4.33133607761956,N2O_flux
100,Wet Basin,Basin,2017-09-24,3,23.864389811714563,41.286620526564775,70.5652360057581,-7.78412090082303,N2O_flux
101,Wet Basin,Basin,2017-10-28,3,-27.710313427130828,123.49786737144305,83.96639328433099,-160.346831662344,N2O_flux
102,Wet Basin,Reference,2016-04-20,2,-7.3474157486371485,39.55950837549261,20.6253808840797,-35.320212381354,N2O_flux
103,Wet Basin,Reference,2016-04-27,2,3.0979989409008972,57.46085505377302,43.728959202201096,-37.5329613203993,N2O_flux
104,Wet Basin,Reference,2016-05-11,2,13.193034430349961,6.108703076881646,17.5125398002681,8.87352906043182,N2O_flux
105,Wet Basin,Reference,2016-06-02,2,7.892216448757649,29.53188116813145,28.7744098839387,-12.9899769864234,N2O_flux
106,Wet Basin,Reference,2016-06-20,2,9.407038094829435,1.9007592762118946,10.7510778684421,8.062998321216769,N2O_flux
107,Wet Basin,Reference,2016-06-27,2,20.291687374088,9.52013618870025,27.0234402309374,13.5599345172386,N2O_flux
108,Wet Basin,Reference,2016-07-08,2,7.813958377589841,23.70338035123461,24.5747793609918,-8.94686260581212,N2O_flux
109,Wet Basin,Reference,2016-07-13,2,-31.67996134785682,31.952843886830788,-9.08588875728365,-54.274033938429994,N2O_flux
110,Wet Basin,Reference,2016-07-22,2,-578.982105448929,612.7314958668703,-145.715509674888,-1012.24870122297,N2O_flux
111,Wet Basin,Reference,2016-07-25,2,2.0691162836471477,95.65866425776699,69.7100064595614,-65.5717738922671,N2O_flux
112,Wet Basin,Reference,2016-08-02,2,3.3876924082339204,10.056298068108193,10.4985689658264,-3.72318414935856,N2O_flux
113,Wet Basin,Reference,2016-08-10,2,5.730149260851949,55.295896165007846,44.8302524109162,-33.369953889212304,N2O_flux
114,Wet Basin,Reference,2016-08-23,2,3.3100110300108057,100.92925122619492,74.6777689921339,-68.0577469321123,N2O_flux
115,Wet Basin,Reference,2016-09-14,2,45.826708808141746,44.341896841118654,77.1811647551711,14.472252861112402,N2O_flux
116,Wet Basin,Reference,2016-09-19,2,247.5175621117615,114.6084964980863,328.558007167153,166.47711705637,N2O_flux
117,Wet Basin,Reference,2016-09-21,2,-4.31591728188765,46.765379035222665,28.7521993586775,-37.3840339224528,N2O_flux
118,Wet Basin,Reference,2016-10-08,2,15.26316174171265,39.77761263944198,43.3901813784738,-12.863857895048499,N2O_flux
119,Wet Basin,Reference,2017-04-27,1,24.9844911135839,,24.9844911135839,24.9844911135839,N2O_flux
120,Wet Basin,Reference,2017-05-27,1,15.685402226970902,,15.685402226970902,15.685402226970902,N2O_flux
121,Wet Basin,Reference,2017-06-02,2,50.229457623947,14.041003265906996,60.1579462479323,40.300968999961704,N2O_flux
122,Wet Basin,Reference,2017-06-09,2,1.8737785134247955,7.130970185369797,6.916135887938871,-3.1685788610892796,N2O_flux
123,Wet Basin,Reference,2017-06-20,2,4.6430094097432,39.01356643477079,32.2297667940415,-22.9437479745551,N2O_flux
124,Wet Basin,Reference,2017-06-27,2,33.584129402915295,16.314648944723725,45.120328304407394,22.047930501423203,N2O_flux
125,Wet Basin,Reference,2017-07-05,2,13.949758865545768,10.560535341210786,21.417185018276104,6.48233271281543,N2O_flux
126,Wet Basin,Reference,2017-07-15,2,13.28487557659201,6.350903783507124,17.775642708573198,8.79410844461082,N2O_flux
127,Wet Basin,Reference,2017-07-20,2,-24.1487228471139,15.330845744264286,-13.308177860019699,-34.9892678342081,N2O_flux
128,Wet Basin,Reference,2017-07-25,2,23.3889555566637,13.830329164390921,33.1684750948466,13.609436018480801,N2O_flux
129,Wet Basin,Reference,2017-08-02,2,9.995222606645648,17.557105010252222,22.409970617399303,-2.4195254041080094,N2O_flux
130,Wet Basin,Reference,2017-08-12,2,36.37955415000925,33.24339880726809,59.8861868763173,12.872921423701198,N2O_flux
131,Wet Basin,Reference,2017-08-15,2,10.463668481860056,20.004566348316978,24.609033001451202,-3.6816960377310894,N2O_flux
132,Wet Basin,Reference,2017-08-23,2,-23.7802938655061,21.692651165725685,-8.4412731243072,-39.119314606705,N2O_flux
133,Wet Basin,Reference,2017-09-13,2,7.862604664343596,36.84173667164361,33.913646495551895,-18.188437166864702,N2O_flux
134,Wet Basin,Reference,2017-09-24,2,6.01343411939395,24.886136732183317,23.6105901602564,-11.5837219214685,N2O_flux
135,Wet Basin,Reference,2017-10-28,2,-56.41502236211995,20.77900318730924,-41.7220483020767,-71.1079964221632,N2O_flux
0,Dry Basin,Basin,2016-04-20,3,119.95265912902146,96.50690757225176,183.197728817038,8.871776207057302,CH4_flux
1,Dry Basin,Basin,2016-04-27,3,35.44234463719523,144.33312582432166,199.61647211366298,-71.4880906662039,CH4_flux
2,Dry Basin,Basin,2016-05-11,3,33.5702992467498,153.7859548317223,186.412750627291,-121.14210535592899,CH4_flux
3,Dry Basin,Basin,2016-06-02,3,-337.04541153091697,131.52354630043106,-188.592189832533,-439.015020721483,CH4_flux
4,Dry Basin,Basin,2016-06-20,3,-9.254230677251906,105.30488186625277,78.25157796720809,-126.12463109292601,CH4_flux
5,Dry Basin,Basin,2016-06-27,3,192.9994810214622,2979.881251267154,3302.56556959706,-2637.5740347932997,CH4_flux
6,Dry Basin,Basin,2016-07-08,3,-14.039647871078367,15.662407025385805,-3.5030903926038097,-32.0376835288886,CH4_flux
7,Dry Basin,Basin,2016-07-13,3,-78.2835301949887,334.1029878083799,266.31407487298196,-400.79609507633904,CH4_flux
8,Dry Basin,Basin,2016-07-22,3,-78.92196841889567,12.56869795633499,-67.3852021619813,-92.3159293331715,CH4_flux
9,Dry Basin,Basin,2016-07-25,3,10.448169500177412,34.7401386527998,49.9316035927052,-15.4312228235442,CH4_flux
10,Dry Basin,Basin,2016-08-02,3,54.55378360742518,189.31298648107997,272.47228669466205,-69.3403720051527,CH4_flux
11,Dry Basin,Basin,2016-08-10,3,157.61649383808876,455.35490935517055,643.216305785028,-259.805032937842,CH4_flux
12,Dry Basin,Basin,2016-08-23,3,52.2824289933497,135.46986600954128,173.194022049723,-94.12320520234249,CH4_flux
13,Dry Basin,Basin,2016-09-14,3,-79.80280641108514,91.11906308829836,-15.0002618395443,-183.98956693005903,CH4_flux
14,Dry Basin,Basin,2016-09-19,3,-70.509147824579,101.53761827525288,46.723517800263004,-130.630308827014,CH4_flux
15,Dry Basin,Basin,2016-09-21,3,-117.28829825448634,165.07106460289197,21.9955793041856,-299.617669599738,CH4_flux
16,Dry Basin,Basin,2016-10-08,3,-62.07421261836654,15.796277548188543,-43.9419123392567,-72.8541741012585,CH4_flux
17,Dry Basin,Basin,2017-04-27,3,-92.56232277830397,39.4777586952593,-55.6282942459669,-134.16808342107,CH4_flux
18,Dry Basin,Basin,2017-05-27,3,51.833473698090266,20.47682906189974,68.922461983433,29.1371108460284,CH4_flux
19,Dry Basin,Basin,2017-06-02,3,-3.6922435511858684,27.829130788758892,13.2239446697179,-35.8113277616751,CH4_flux
20,Dry Basin,Basin,2017-06-09,3,-106.97554520877367,21.741744809860606,-87.69750989682699,-130.541927413024,CH4_flux
21,Dry Basin,Basin,2017-06-20,3,11.867708479663142,226.60931801573713,213.978354835721,-233.115541049404,CH4_flux
22,Dry Basin,Basin,2017-06-27,3,-72.58012027178447,174.01244218171828,40.33023585828521,-272.975454801169,CH4_flux
23,Dry Basin,Basin,2017-07-05,3,30.719020992978287,209.76073344842558,271.88052170049497,-109.36591427569701,CH4_flux
24,Dry Basin,Basin,2017-07-15,3,0.0,0.0,0.0,0.0,CH4_flux
25,Dry Basin,Basin,2017-07-20,3,79.30119798301722,97.91997893494685,190.738246728559,7.00979215338303,CH4_flux
26,Dry Basin,Basin,2017-07-25,3,-1116.8870420410028,1942.2612989749773,44.1977406848674,-3359.1425701961402,CH4_flux
27,Dry Basin,Basin,2017-08-02,3,-26.255409377622968,31.62192423501964,1.9101957485479,-60.462081057575205,CH4_flux
28,Dry Basin,Basin,2017-08-12,3,23.889384172154266,154.05822702931064,192.878516468607,-108.72941900569799,CH4_flux
29,Dry Basin,Basin,2017-08-15,3,-403.39814540475896,230.95944548924206,-214.644628830242,-660.935401197582,CH4_flux
30,Dry Basin,Basin,2017-08-23,3,10.830029944367503,17.676762141804208,21.7182308371322,-9.56576708825619,CH4_flux
31,Dry Basin,Basin,2017-09-13,3,-23.076662151939136,100.1430422987554,86.9217006179031,-108.961099919412,CH4_flux
32,Dry Basin,Basin,2017-09-24,3,29.65462688092903,53.40353499246578,87.43221588984949,-17.895630747539503,CH4_flux
33,Dry Basin,Basin,2017-10-28,3,-5.362959252518266,54.86253459395733,56.2288343618375,-48.9938052842984,CH4_flux
34,Dry Basin,Reference,2016-04-20,2,260.0698740858645,3.706884063967162,262.691036944568,257.44871122716097,CH4_flux
35,Dry Basin,Reference,2016-04-27,2,39.272176481379404,2.6526469598788283,41.1478811348036,37.3964718279552,CH4_flux
36,Dry Basin,Reference,2016-05-11,2,-10.649172149847796,22.45545870035971,5.22923497183101,-26.527579271526605,CH4_flux
37,Dry Basin,Reference,2016-06-02,2,-176.41824344229798,47.13583750593522,-143.088173104944,-209.748313779652,CH4_flux
38,Dry Basin,Reference,2016-06-20,2,-51.903349962399446,1.2781223524168335,-50.999580979819406,-52.80711894497949,CH4_flux
39,Dry Basin,Reference,2016-06-27,2,-54.015069049830196,35.75420392635442,-28.7330289975783,-79.29710910208209,CH4_flux
40,Dry Basin,Reference,2016-07-08,2,-20.60987642786185,0.7525699881869181,-20.0777290858974,-21.1420237698263,CH4_flux
41,Dry Basin,Reference,2016-07-13,2,20.275924685385352,18.95026027866931,33.6757822336825,6.876067137088209,CH4_flux
42,Dry Basin,Reference,2016-07-22,2,133.67423002727017,202.61078782689154,276.94169204121397,-9.59323198667365,CH4_flux
43,Dry Basin,Reference,2016-07-25,2,-67.6438762961642,27.413725839069468,-48.259444857769296,-87.02830773455909,CH4_flux
44,Dry Basin,Reference,2016-08-02,2,9.958239750557329,16.14442266270229,21.374070493695896,-1.45759099258124,CH4_flux
45,Dry Basin,Reference,2016-08-10,2,315.66116381818637,512.2826248871323,677.899681759922,-46.5773541235493,CH4_flux
46,Dry Basin,Reference,2016-08-23,2,500.8620263511431,721.4880133136992,1011.0310931100698,-9.307040407783699,CH4_flux
47,Dry Basin,Reference,2016-09-14,2,-139.36528459589212,84.25430866144315,-79.7884915972012,-198.94207759458303,CH4_flux
48,Dry Basin,Reference,2016-09-19,2,-20.279498577747,73.18253799126525,31.4683703003188,-72.0273674558128,CH4_flux
49,Dry Basin,Reference,2016-09-21,2,141.1631215332745,24.706511948911082,158.633263671816,123.69297939473302,CH4_flux
50,Dry Basin,Reference,2016-10-08,2,229.626649292168,135.76064839128614,325.623924387929,133.62937419640699,CH4_flux
51,Dry Basin,Reference,2017-04-27,2,290.696015114673,171.8662865063074,412.223831760633,169.168198468713,CH4_flux
52,Dry Basin,Reference,2017-05-27,1,-32.6883076051511,,-32.6883076051511,-32.6883076051511,CH4_flux
53,Dry Basin,Reference,2017-06-02,2,74.96501830742396,79.40298639356512,131.111408432777,18.8186281820709,CH4_flux
54,Dry Basin,Reference,2017-06-09,2,-12.779536928056478,24.119057636696414,4.27521228268074,-29.834286138793697,CH4_flux
55,Dry Basin,Reference,2017-06-20,2,0.9264896684299053,56.486358390602696,40.86837673095871,-39.0153973940989,CH4_flux
56,Dry Basin,Reference,2017-06-27,2,-99.76395472866334,128.61870057845502,-8.81679936223566,-190.71111009509102,CH4_flux
57,Dry Basin,Reference,2017-07-05,2,99.1811019630198,168.41689309208087,218.2698291348,-19.907625208760397,CH4_flux
58,Dry Basin,Reference,2017-07-15,2,0.0,0.0,0.0,0.0,CH4_flux
59,Dry Basin,Reference,2017-07-20,2,-150.71422109287076,158.41872680718026,-38.695265100574495,-262.73317708516703,CH4_flux
60,Dry Basin,Reference,2017-07-25,2,-3.3552320836968477,123.12822697961226,83.7095721690634,-90.4200363364571,CH4_flux
61,Dry Basin,Reference,2017-08-02,2,-211.01793649091294,392.2344563485691,66.33370740817911,-488.369580390005,CH4_flux
62,Dry Basin,Reference,2017-08-12,2,-58.194676107443904,54.690526575516785,-19.522633899232897,-96.86671831565491,CH4_flux
63,Dry Basin,Reference,2017-08-15,2,8.389304370863474,23.223494117239895,24.8107945440097,-8.032185802282749,CH4_flux
64,Dry Basin,Reference,2017-08-23,2,14.688658157801605,148.18439068372754,119.470845676262,-90.09352936065879,CH4_flux
65,Dry Basin,Reference,2017-09-13,2,-65.86030318089786,41.04113647870707,-36.839837269201496,-94.8807690925942,CH4_flux
66,Dry Basin,Reference,2017-09-24,1,27.946814113369303,,27.946814113369303,27.946814113369303,CH4_flux
67,Dry Basin,Reference,2017-10-28,2,-113.55287378675027,218.52165422762377,40.9652697537045,-268.071017327205,CH4_flux
68,Wet Basin,Basin,2016-04-20,3,-46.28010079510361,82.4801831217504,21.8832484498181,-137.966453809025,CH4_flux
69,Wet Basin,Basin,2016-04-27,3,67.11498116720338,409.9156995388274,488.853597743309,-329.85452914857603,CH4_flux
70,Wet Basin,Basin,2016-05-11,3,202.85593336750466,359.02822087065766,602.756134786222,-91.7574393141545,CH4_flux
71,Wet Basin,Basin,2016-06-02,2,6385.701097850031,9156.869934188733,12860.5859227581,-89.18372705803759,CH4_flux
72,Wet Basin,Basin,2016-06-20,3,1705.9466510632192,1976.3041258277608,3789.7379482990204,-141.640234901273,CH4_flux
73,Wet Basin,Basin,2016-06-27,3,1745.6193532012387,1882.2293602823916,3789.02218155317,82.6956487689563,CH4_flux
74,Wet Basin,Basin,2016-07-08,3,1874.2919769226946,2641.7622559433166,4900.36807759974,28.0041829831764,CH4_flux
75,Wet Basin,Basin,2016-07-13,3,9383.070258581645,13554.565935338776,24967.9743518444,341.886456008366,CH4_flux
76,Wet Basin,Basin,2016-07-22,3,2328.7994437746984,3925.2342969159918,6859.790767769389,-36.9583850614365,CH4_flux
77,Wet Basin,Basin,2016-07-25,3,2833.609579784981,4448.4159119438345,7958.173442723521,-32.8730036122924,CH4_flux
78,Wet Basin,Basin,2016-08-02,3,6007.673609495636,9178.168428937997,16553.0810625962,-178.573737262521,CH4_flux
79,Wet Basin,Basin,2016-08-10,3,9784.224063741987,13277.188605870486,25009.636082280496,614.643324391859,CH4_flux
80,Wet Basin,Basin,2016-08-23,3,10510.90912890445,12648.400673128137,24629.792462808302,214.974044579749,CH4_flux
81,Wet Basin,Basin,2016-09-14,3,6710.70144971042,7403.23353984722,14690.379628614099,65.4115574069909,CH4_flux
82,Wet Basin,Basin,2016-09-19,3,2591.8250590547227,2185.403218430495,3979.73489154186,72.6942746300874,CH4_flux
83,Wet Basin,Basin,2016-09-21,3,9200.378637874759,12170.017216055738,23079.5457242525,354.00203291971604,CH4_flux
84,Wet Basin,Basin,2016-10-08,3,115.69117985133117,187.8805920136918,278.751821963755,-89.76467166906049,CH4_flux
85,Wet Basin,Basin,2017-04-27,3,146.45932896014298,237.84756509804973,352.88606135482297,-113.637648037409,CH4_flux
86,Wet Basin,Basin,2017-05-27,3,1226.8080443746958,1008.881688666849,1940.7792466214603,72.62353237711709,CH4_flux
87,Wet Basin,Basin,2017-06-02,3,1925.3252024360925,1761.7220745184222,3283.08186951639,-65.4362404528829,CH4_flux
88,Wet Basin,Basin,2017-06-09,3,793.571795052469,760.7213705939103,1499.93097527873,-11.812986385176,CH4_flux
